"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","pending","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-10-11","CT","B",4530,3631,0,899,11845,11845,134,0,,,1736501,0,,,,,,,60038,57598,0,0,,,,,,9522,,0,1796539,0,,,,,,0,1794099,0
"2020-10-10","CT","B",4530,3631,0,899,11845,11845,134,0,,,1736501,0,,,,,,,60038,57598,0,0,,,,,,9522,,0,1796539,0,,,,,,0,1794099,0
"2020-10-09","CT","B",4530,3631,3,899,11845,11845,134,0,,,1736501,16991,,,,,,,60038,57598,290,0,,,,,,9522,,0,1796539,17281,,,,,,0,1794099,17257
"2020-10-08","CT","B",4527,3629,5,898,11845,11845,128,146,,,1719510,26829,,,,,,,59748,57332,384,0,,,,,,9522,,0,1779258,27213,,,,,,0,1776842,27203
"2020-10-07","CT","B",4522,3624,1,898,11699,11699,138,0,,,1692681,7488,,,,,,,59364,56958,123,0,,,,,,9408,,0,1752045,7611,,,,,,0,1749639,7617
"2020-10-06","CT","B",4521,3623,4,898,11699,11699,129,0,,,1685193,17592,,,,,,,59241,56829,121,0,,,,,,9408,,0,1744434,17713,,,,,,0,1742022,17714
"2020-10-05","CT","B",4517,3619,4,898,11699,11699,129,0,,,1667601,49488,,,,,,,59120,56707,823,0,,,,,,9408,,0,1726721,50311,,,,,,0,1724308,50333
"2020-10-04","CT","B",4513,3614,0,899,11699,11699,110,0,,,1618113,0,,,,,,,58297,55862,0,0,,,,,,9408,,0,1676410,0,,,,,,0,1673975,0
"2020-10-03","CT","B",4513,3614,0,899,11699,11699,110,0,,,1618113,0,,,,,,,58297,55862,0,0,,,,,,9408,,0,1676410,0,,,,,,0,1673975,0
"2020-10-02","CT","B",4513,3614,2,899,11699,11699,110,0,,,1618113,71475,,,,,,,58297,55862,555,0,,,,,,9408,,0,1676410,72030,,,,,,0,1673975,72031
"2020-10-01","CT","B",4511,3613,3,898,11699,11699,107,139,,,1546638,10195,,,,,,,57742,55306,192,0,,,,,,9408,,0,1604380,10387,,,,,,0,1601944,10372
"2020-09-30","CT","B",4508,3610,3,898,11560,11560,104,0,,,1536443,12180,,,,,,,57550,55129,221,0,,,,,,9310,,0,1593993,12401,,,,,,0,1591572,12390
"2020-09-29","CT","B",4505,3608,2,897,11560,11560,92,0,,,1524263,10204,,,,,,,57329,54919,182,0,,,,,,9310,,0,1581592,10386,,,,,,0,1579182,10380
"2020-09-28","CT","B",4503,3606,2,897,11560,11560,75,0,,,1514059,51495,,,,,,,57147,54743,560,0,,,,,,9310,,0,1571206,52055,,,,,,0,1568802,52022
"2020-09-27","CT","B",4501,3604,0,897,11560,11560,76,0,,,1462564,0,,,,,,,56587,54216,0,0,,,,,,9310,,0,1519151,0,,,,,,0,1516780,0
"2020-09-26","CT","B",4501,3604,0,897,11560,11560,76,0,,,1462564,0,,,,,,,56587,54216,0,0,,,,,,9310,,0,1519151,0,,,,,,0,1516780,0
"2020-09-25","CT","B",4501,3604,2,897,11560,11560,76,0,,,1462564,13563,,,,,,,56587,54216,115,0,,,,,,9310,,0,1519151,13678,,,,,,0,1516780,13666
"2020-09-24","CT","B",4499,3603,2,896,11560,11560,72,113,,,1449001,15418,,,,,,,56472,54113,157,0,,,,,,9310,,0,1505473,15575,,,,,,0,1503114,15562
"2020-09-23","CT","B",4497,3601,1,896,11447,11447,73,0,,,1433583,9919,,,,,,,56315,53969,155,0,,,,,,9204,,0,1489898,10074,,,,,,0,1487552,10074
"2020-09-22","CT","B",4496,3601,1,895,11447,11447,70,0,,,1423664,11922,,,,,,,56160,53814,136,0,,,,,,9204,,0,1479824,12058,,,,,,0,1477478,12044
"2020-09-21","CT","B",4495,3600,3,895,11447,11447,68,0,,,1411742,45121,,,,,,,56024,53692,497,0,,,,,,9204,,0,1467766,45618,,,,,,0,1465434,45595
"2020-09-20","CT","B",4492,3597,0,895,11447,11447,77,0,,,1366621,0,,,,,,,55527,53218,0,0,,,,,,9204,,0,1422148,0,,,,,,0,1419839,0
"2020-09-19","CT","B",4492,3597,0,895,11447,11447,77,0,,,1366621,0,,,,,,,55527,53218,0,0,,,,,,9204,,0,1422148,0,,,,,,0,1419839,0
"2020-09-18","CT","B",4492,3597,4,895,11447,11447,77,0,,,1366621,13734,,,,,,,55527,53218,141,0,,,,,,9204,,0,1422148,13875,,,,,,0,1419839,13865
"2020-09-17","CT","B",4488,3593,1,895,11447,11447,75,90,,,1352887,13648,,,,,,,55386,53087,220,0,,,,,,9204,,0,1408273,13868,,,,,,0,1405974,13857
"2020-09-16","CT","B",4487,3592,2,895,11357,11357,70,0,,,1339239,3499,,,,,,,55166,52878,135,0,,,,,,9142,,0,1394405,3634,,,,,,0,1392117,3610
"2020-09-15","CT","B",4485,3590,0,895,11357,11357,71,0,,,1335740,10647,,,,,,,55031,52767,136,0,,,,,,9142,,0,1390771,10783,,,,,,0,1388507,10790
"2020-09-14","CT","B",4485,3590,5,895,11357,11357,64,0,,,1325093,48435,,,,,,,54895,52624,569,0,,,,,,9142,,0,1379988,49004,,,,,,0,1377717,48964
"2020-09-13","CT","B",4480,3595,0,885,11357,11357,51,0,,,1276658,0,,,,,,,54326,52095,0,0,,,,,,9142,,0,1330984,0,,,,,,0,1328753,0
"2020-09-12","CT","B",4480,3595,0,885,11357,11357,51,0,,,1276658,0,,,,,,,54326,52095,0,0,,,,,,9142,,0,1330984,0,,,,,,0,1328753,0
"2020-09-11","CT","B",4480,3595,2,885,11357,11357,51,0,,,1276658,21291,,,,,,,54326,52095,233,0,,,,,,9142,,0,1330984,21524,,,,,,0,1328753,21509
"2020-09-10","CT","B",4478,3593,4,885,11357,11357,52,82,,,1255367,16391,,,,,,,54093,51877,222,0,,,,,,9142,,0,1309460,16613,,,,,,0,1307244,16602
"2020-09-09","CT","B",4474,3589,0,885,11275,11275,57,0,,,1238976,5871,,,,,,,53871,51666,89,0,,,,,,9049,,0,1292847,5960,,,,,,0,1290642,5943
"2020-09-08","CT","B",4474,3589,6,885,11275,11275,50,0,,,1233105,48812,,,,,,,53782,51594,417,0,,,,,,9049,,0,1286887,49229,,,,,,0,1284699,49185
"2020-09-07","CT","B",4468,3583,0,885,11275,11275,58,0,,,1184293,0,,,,,,,53365,51221,0,0,,,,,,9049,,0,1237658,0,,,,,,0,1235514,0
"2020-09-06","CT","B",4468,3583,0,885,11275,11275,58,0,,,1184293,0,,,,,,,53365,51221,0,0,,,,,,9049,,0,1237658,0,,,,,,0,1235514,0
"2020-09-05","CT","B",4468,3583,0,885,11275,11275,58,0,,,1184293,0,,,,,,,53365,51221,0,0,,,,,,9049,,0,1237658,0,,,,,,0,1235514,0
"2020-09-04","CT","B",4468,3583,0,885,11275,11275,58,0,,,1184293,19286,,,,,,,53365,51221,156,0,,,,,,9049,,0,1237658,19442,,,,,,0,1235514,19431
"2020-09-03","CT","B",4468,3583,1,885,11275,11275,65,95,,,1165007,14136,,,,,,,53209,51076,101,0,,,,,,9049,,0,1218216,14237,,,,,,0,1216083,14234
"2020-09-02","CT","B",4467,3582,1,885,11180,11180,65,0,,,1150871,11539,,,,,,,53108,50978,102,0,,,,,,8967,,0,1203979,11641,,,,,,0,1201849,11634
"2020-09-01","CT","B",4466,3581,1,885,11180,11180,56,0,,,1139332,19115,,,,,,,53006,50883,127,0,,,,,,8967,,0,1192338,19242,,,,,,0,1190215,19245
"2020-08-31","CT","B",4465,3580,0,885,11180,11180,52,0,,,1120217,45206,,,,,,,52879,50753,384,0,,,,,,8967,,0,1173096,45590,,,,,,0,1170970,45572
"2020-08-30","CT","B",4465,3579,0,886,11180,11180,60,0,,,1075011,0,,,,,,,52495,50387,0,0,,,,,,8967,,0,1127506,0,,,,,,0,1125398,0
"2020-08-29","CT","B",4465,3579,0,886,11180,11180,60,0,,,1075011,0,,,,,,,52495,50387,0,0,,,,,,8967,,0,1127506,0,,,,,,0,1125398,0
"2020-08-28","CT","B",4465,3579,0,886,11180,11180,60,0,,,1075011,13865,,,,,,,52495,50387,145,0,,,,,,8967,,0,1127506,14010,,,,,,0,1125398,13997
"2020-08-27","CT","B",4465,3579,2,886,11180,11180,56,93,,,1061146,15331,,,,,,,52350,50255,130,0,,,,,,8967,,0,1113496,15461,,,,,,0,1111401,15452
"2020-08-26","CT","B",4463,3579,0,884,11087,11087,57,0,,,1045815,15149,,,,,,,52220,50134,180,0,,,,,,8893,,0,1098035,15329,,,,,,0,1095949,15312
"2020-08-25","CT","B",4463,3580,3,883,11087,11087,59,0,,,1030666,4961,,,,,,,52040,49971,29,0,,,,,,8893,,0,1082706,4990,,,,,,0,1080637,4992
"2020-08-24","CT","B",4460,3574,0,886,11087,11087,57,0,,,1025705,54854,,,,,,,52011,49940,492,0,,,,,,8893,,0,1077716,55346,,,,,,0,1075645,55317
"2020-08-23","CT","B",4460,3574,0,886,11087,11087,54,0,,,970851,0,,,,,,,51519,49477,0,0,,,,,,8893,,0,1022370,0,,,,,,0,1020328,0
"2020-08-22","CT","B",4460,3574,0,886,11087,11087,54,0,,,970851,0,,,,,,,51519,49477,0,0,,,,,,8893,,0,1022370,0,,,,,,0,1020328,0
"2020-08-21","CT","B",4460,3574,2,886,11087,11087,54,0,,,970851,7443,,,,,,,51519,49477,87,0,,,,,,8893,,0,1022370,7530,,,,,,0,1020328,7518
"2020-08-20","CT","B",4458,3572,1,886,11087,11087,47,72,,,963408,12302,,,,,,,51432,49402,118,0,,,,,,8893,,0,1014840,12420,,,,,,0,1012810,12415
"2020-08-19","CT","B",4457,3572,1,885,11015,11015,49,0,,,951106,9630,,,,,,,51314,49289,59,0,,,,,,8809,,0,1002420,9689,,,,,,0,1000395,9683
"2020-08-18","CT","B",4456,3571,0,885,11015,11015,47,0,,,941476,10775,,,,,,,51255,49236,-12,0,,,,,,8809,,0,992731,10763,,,,,,0,990712,10760
"2020-08-17","CT","B",4456,3572,3,884,11015,11015,42,0,,,930701,43908,,,,,,,51267,49251,370,0,,,,,,8809,,0,981968,44278,,,,,,0,979952,44272
"2020-08-16","CT","B",4453,3569,0,884,11015,11015,56,0,,,886793,0,,,,,,,50897,48887,0,0,,,,,,8809,,0,937690,0,,,,,,0,935680,0
"2020-08-15","CT","B",4453,3569,0,884,11015,11015,56,0,,,886793,0,,,,,,,50897,48887,0,0,,,,,,8809,,0,937690,0,,,,,,0,935680,0
